booking_id,user_id,table_id,booking_date,time_slot,party_size,occasion,duration_minutes,status,special_requests,is_repeat_customer,booking_advance_days,total_spent,created_at
B007949,U0177,T006,2024-05-25,Early Dinner,4,Family,85,Completed,False,False,28,404.7,2024-05-18
B007950,U0395,T038,2024-04-07,Late Dinner,2,Friends,219,Completed,False,False,12,269.84,2024-03-22
B007951,U0017,T025,2024-09-21,Prime Dinner,4,Casual,117,Completed,False,True,19,641.61,2024-09-10
B007952,U0244,T005,2023-09-08,Late Dinner,2,Business,221,Completed,False,True,2,367.77,2023-09-06
B007953,U0547,T016,2024-10-30,Early Dinner,4,Friends,87,Cancelled,False,False,11,708.89,2024-10-21
B007954,U0997,T041,2024-07-02,Early Dinner,4,Romantic,89,Completed,False,False,2,822.62,2024-06-18
B007955,U0355,T034,2024-10-21,Prime Dinner,2,Romantic,169,Completed,False,False,20,355.09,2024-10-07
B007956,U0631,T039,2024-12-23,Late Dinner,2,Casual,216,Completed,False,True,8,219.46,2024-11-24
B007957,U0185,T045,2024-06-10,Lunch,2,Friends,132,Completed,True,True,17,135.31,2024-05-16
B007958,U0922,T011,2023-09-03,Lunch,2,Friends,119,Completed,True,True,12,194.26,2023-08-16
B007959,U0782,T028,2023-08-16,Early Dinner,4,Family,154,Completed,False,False,21,438.65,2023-07-26
B007960,U0621,T036,2023-10-03,Prime Dinner,2,Celebration,100,Completed,False,True,12,516.92,2023-09-09
B007961,U0675,T030,2023-07-21,Early Dinner,4,Business,92,Cancelled,False,True,24,747.06,2023-06-26
B007962,U0227,T014,2023-02-05,Prime Dinner,2,Casual,160,Completed,False,False,8,162.66,2023-01-19
B007963,U0740,T010,2024-08-02,Lunch,4,Friends,101,Completed,True,True,7,482.58,2024-07-14
B007964,U0271,T033,2024-04-08,Late Dinner,2,Celebration,169,Completed,False,True,1,349.02,2024-04-01
B007965,U0075,T016,2024-04-08,Prime Dinner,4,Casual,162,Completed,False,True,4,675.85,2024-03-20
B007966,U0463,T004,2023-10-01,Late Dinner,4,Business,202,Completed,False,True,16,793.71,2023-09-21
B007967,U0043,T035,2024-08-23,Lunch,2,Celebration,95,Completed,True,False,1,301.2,2024-08-14
B007968,U0216,T011,2024-07-03,Early Dinner,6,Celebration,157,Completed,True,True,24,687.49,2024-06-25
B007969,U0810,T042,2024-09-19,Prime Dinner,4,Romantic,156,Completed,False,True,15,671.22,2024-08-29
B007970,U0030,T027,2024-01-02,Lunch,4,Family,89,Completed,False,True,25,767.19,2023-12-06
B007971,U0534,T021,2023-09-16,Early Dinner,2,Romantic,138,Completed,False,False,22,69.49,2023-09-02
B007972,U0586,T009,2023-01-07,Early Dinner,2,Family,123,Completed,False,True,19,406.96,2022-12-28
B007973,U0706,T011,2024-02-05,Prime Dinner,4,Friends,185,Completed,False,True,10,710.68,2024-01-17
B007974,U0426,T002,2023-06-01,Late Dinner,2,Romantic,124,No-show,False,False,4,411.89,2023-05-21
B007975,U0098,T017,2024-12-24,Lunch,4,Romantic,60,Completed,False,False,22,567.87,2024-11-30
B007976,U0047,T023,2024-01-04,Late Dinner,2,Business,172,Cancelled,False,True,15,238.6,2023-12-17
B007977,U0084,T020,2024-04-29,Late Dinner,2,Friends,185,Completed,False,False,2,485.61,2024-04-16
B007978,U0110,T021,2023-07-17,Lunch,2,Business,153,Completed,False,True,9,463.81,2023-07-06
B007979,U0040,T039,2023-05-09,Early Dinner,6,Friends,93,Completed,True,False,11,965.97,2023-04-11
B007980,U0436,T007,2023-10-02,Late Dinner,6,Casual,132,Completed,False,False,10,962.94,2023-09-29
B007981,U0817,T028,2024-02-22,Lunch,4,Business,112,Completed,False,True,4,401.85,2024-02-19
B007982,U0026,T034,2024-02-04,Prime Dinner,2,Celebration,200,Completed,False,False,1,245.36,2024-01-16
B007983,U0943,T009,2024-05-02,Late Dinner,6,Friends,189,Completed,False,False,9,912.22,2024-04-19
B007984,U0858,T041,2023-03-03,Early Dinner,6,Family,146,Completed,False,True,0,520.56,2023-02-13
B007985,U0964,T042,2024-04-13,Late Dinner,4,Family,240,Completed,False,False,21,413.88,2024-03-21
B007986,U0211,T043,2023-08-01,Prime Dinner,4,Casual,125,Completed,False,True,18,661.46,2023-07-30
B007987,U0656,T048,2023-09-07,Early Dinner,2,Family,147,Completed,False,False,2,352.67,2023-09-03
B007988,U0796,T003,2024-06-06,Early Dinner,2,Family,100,Completed,False,False,29,218.76,2024-06-06
B007989,U0515,T005,2024-06-28,Early Dinner,2,Business,60,Cancelled,False,True,17,259.35,2024-06-11
B007990,U0085,T002,2023-01-27,Lunch,2,Business,92,Completed,False,False,17,314.64,2023-01-20
B007991,U0966,T010,2023-10-07,Late Dinner,4,Celebration,181,Completed,False,False,22,529.74,2023-09-16
B007992,U0791,T037,2023-04-11,Late Dinner,6,Business,104,Completed,False,False,24,1063.41,2023-03-16
B007993,U0917,T002,2023-09-21,Prime Dinner,2,Celebration,101,Completed,False,True,27,341.11,2023-08-29
B007994,U0247,T045,2023-05-17,Lunch,2,Celebration,115,Completed,True,False,14,140.31,2023-05-08
B007995,U0599,T045,2023-06-07,Late Dinner,4,Romantic,189,Completed,False,True,4,346.84,2023-05-27
B007996,U0535,T010,2023-10-13,Prime Dinner,4,Business,131,Completed,False,True,17,685.09,2023-10-09
B007997,U0654,T021,2024-11-23,Lunch,2,Business,100,Completed,False,True,25,373.34,2024-10-29
B007998,U0355,T011,2023-03-26,Prime Dinner,2,Romantic,160,Completed,False,False,11,242.1,2023-03-11
B007999,U0240,T049,2023-03-14,Prime Dinner,2,Business,155,Completed,False,True,6,195.18,2023-02-24
B008000,U0821,T036,2024-09-21,Early Dinner,2,Casual,168,Cancelled,False,False,4,348.8,2024-09-04
B008001,U0553,T044,2024-08-27,Early Dinner,2,Business,142,Completed,False,True,19,485.15,2024-08-05
B008002,U0887,T039,2024-02-16,Early Dinner,2,Family,88,Completed,False,False,7,354.5,2024-01-27
B008003,U0545,T042,2023-06-23,Late Dinner,4,Celebration,159,Completed,False,True,7,725.43,2023-06-09
B008004,U0173,T029,2024-02-28,Early Dinner,2,Celebration,100,Completed,False,True,29,404.64,2024-02-24
B008005,U0067,T016,2024-06-11,Prime Dinner,4,Celebration,134,Completed,False,True,25,389.84,2024-05-19
B008006,U0494,T032,2024-08-01,Early Dinner,2,Romantic,103,Completed,False,False,17,355.83,2024-07-13
B008007,U0024,T043,2023-04-26,Late Dinner,2,Family,207,Completed,True,False,20,218.3,2023-04-21
B008008,U0109,T009,2023-04-13,Prime Dinner,2,Celebration,69,Cancelled,True,False,0,331.87,2023-03-26
B008009,U0404,T026,2024-11-02,Lunch,2,Family,92,Completed,False,True,28,293.05,2024-10-18
B008010,U0592,T024,2023-04-30,Lunch,2,Celebration,105,Completed,False,False,1,274.52,2023-04-30
B008011,U0803,T027,2024-01-02,Lunch,4,Romantic,82,Completed,False,False,10,985.04,2023-12-13
B008012,U0313,T024,2023-05-01,Early Dinner,2,Family,145,Cancelled,False,True,29,401.13,2023-04-22
B008013,U0626,T040,2024-06-04,Prime Dinner,6,Celebration,133,Completed,False,True,1,964.13,2024-05-25
B008014,U0752,T021,2023-07-19,Lunch,2,Friends,136,Cancelled,False,True,15,262.39,2023-06-22
B008015,U0857,T048,2023-06-25,Prime Dinner,4,Friends,139,Completed,False,True,13,526.81,2023-06-19
B008016,U0393,T017,2023-05-18,Lunch,2,Romantic,60,Completed,False,False,29,50.0,2023-05-03
B008017,U0347,T021,2024-04-03,Lunch,2,Romantic,100,Completed,False,True,4,428.7,2024-04-02
B008018,U0976,T035,2023-01-20,Lunch,2,Casual,112,Completed,True,False,14,363.2,2022-12-27
B008019,U0809,T020,2023-05-11,Prime Dinner,2,Casual,158,Completed,False,True,27,353.71,2023-05-08
B008020,U0112,T021,2024-10-01,Late Dinner,2,Celebration,115,Completed,True,False,20,320.11,2024-09-09
B008021,U0113,T028,2023-12-12,Early Dinner,2,Celebration,123,Completed,False,False,24,258.12,2023-11-16
B008022,U0743,T049,2024-11-12,Early Dinner,2,Friends,96,Completed,False,True,5,358.84,2024-10-21
B008023,U0993,T028,2023-07-27,Lunch,4,Romantic,111,Completed,False,False,4,956.67,2023-07-24
B008024,U0394,T043,2023-01-15,Early Dinner,2,Celebration,127,Completed,False,True,15,147.21,2023-01-15
B008025,U0940,T003,2023-01-02,Late Dinner,2,Friends,186,Completed,False,True,10,275.31,2022-12-05
B008026,U0063,T039,2024-07-11,Lunch,2,Friends,102,No-show,False,False,3,328.63,2024-07-08
B008027,U0522,T048,2024-07-23,Prime Dinner,6,Romantic,132,Cancelled,True,False,19,476.72,2024-07-02
B008028,U0443,T048,2024-09-12,Early Dinner,6,Friends,87,Completed,False,False,23,1165.58,2024-08-20
B008029,U0282,T022,2023-01-06,Late Dinner,2,Friends,125,Completed,False,False,11,294.61,2022-12-17
B008030,U0582,T037,2023-01-11,Late Dinner,4,Celebration,200,No-show,False,False,20,500.89,2023-01-10
B008031,U0999,T022,2023-03-08,Lunch,4,Romantic,73,Completed,False,False,15,375.29,2023-03-06
B008032,U0175,T003,2023-08-10,Early Dinner,2,Friends,76,Completed,False,True,6,360.47,2023-08-10
B008033,U0668,T033,2023-12-24,Lunch,4,Friends,73,Completed,False,True,0,766.73,2023-12-02
B008034,U0601,T020,2024-12-16,Early Dinner,2,Celebration,89,Completed,False,True,2,331.5,2024-12-10
B008035,U0209,T030,2023-06-14,Lunch,4,Friends,130,Completed,True,False,27,706.7,2023-05-29
B008036,U0387,T011,2023-03-03,Lunch,4,Celebration,82,Completed,False,False,12,433.55,2023-02-03
B008037,U0305,T020,2024-11-06,Prime Dinner,2,Friends,107,Cancelled,False,False,10,463.43,2024-10-16
B008038,U0981,T006,2023-05-04,Early Dinner,4,Business,71,Completed,False,False,15,368.92,2023-04-19
B008039,U0946,T014,2023-04-12,Prime Dinner,4,Casual,88,Completed,False,True,6,601.34,2023-03-22
B008040,U0472,T024,2023-08-08,Prime Dinner,2,Casual,232,Completed,False,True,3,421.24,2023-08-06
B008041,U0893,T018,2024-08-21,Late Dinner,4,Friends,196,Completed,True,False,26,687.8,2024-08-12
B008042,U0419,T021,2024-03-16,Prime Dinner,2,Casual,164,Completed,False,True,26,320.01,2024-02-21
B008043,U0600,T039,2024-07-15,Early Dinner,8,Romantic,96,Completed,False,False,5,591.42,2024-07-01
B008044,U0506,T004,2024-02-26,Lunch,4,Business,60,Completed,True,False,25,375.53,2024-02-13
B008045,U0233,T008,2023-09-28,Lunch,4,Celebration,175,Completed,True,True,15,873.53,2023-09-16
B008046,U0288,T014,2024-03-11,Lunch,4,Casual,81,Completed,False,True,25,400.76,2024-02-22
B008047,U0516,T009,2023-10-13,Early Dinner,2,Casual,94,Completed,False,True,25,352.31,2023-10-02
B008048,U0752,T049,2024-06-30,Late Dinner,2,Casual,156,Completed,False,True,5,156.82,2024-06-14
B008049,U0329,T029,2024-11-09,Early Dinner,8,Casual,138,Completed,False,False,14,957.93,2024-11-09
B008050,U0016,T044,2024-04-13,Prime Dinner,2,Business,130,Completed,False,True,26,270.22,2024-04-07
B008051,U0667,T015,2024-03-12,Lunch,2,Business,87,Cancelled,False,False,14,339.81,2024-03-05
B008052,U0502,T034,2024-09-20,Lunch,2,Business,69,Completed,False,True,8,305.11,2024-09-12
B008053,U0809,T047,2023-04-06,Prime Dinner,4,Romantic,133,Completed,False,False,26,475.38,2023-03-26
B008054,U0266,T009,2024-03-04,Late Dinner,6,Family,176,Completed,False,True,10,1023.82,2024-03-02
B008055,U0948,T033,2023-02-10,Prime Dinner,2,Friends,196,Completed,False,False,10,289.01,2023-02-05
B008056,U0724,T009,2023-06-29,Lunch,2,Friends,104,Completed,False,False,17,330.49,2023-06-10
B008057,U0240,T050,2024-03-17,Late Dinner,2,Friends,201,Completed,False,False,29,425.13,2024-03-12
B008058,U0983,T036,2024-02-24,Lunch,2,Romantic,76,Completed,False,False,29,505.78,2024-02-02
B008059,U0772,T014,2024-12-13,Prime Dinner,6,Casual,132,Completed,True,False,4,994.9,2024-12-11
B008060,U0392,T001,2023-06-06,Lunch,2,Casual,97,Completed,False,False,13,311.76,2023-05-15
B008061,U0124,T035,2024-01-15,Late Dinner,2,Family,155,Completed,True,False,0,417.66,2024-01-06
B008062,U0317,T017,2023-08-04,Prime Dinner,4,Casual,214,Completed,False,False,12,560.2,2023-07-13
B008063,U0874,T015,2024-05-04,Late Dinner,2,Family,231,Completed,False,True,10,334.09,2024-04-07
B008064,U0957,T001,2024-11-29,Late Dinner,2,Friends,161,Completed,False,True,29,298.61,2024-11-26
B008065,U0939,T024,2024-07-08,Late Dinner,2,Business,162,Completed,False,True,19,326.61,2024-06-30
B008066,U0399,T026,2024-01-07,Prime Dinner,4,Friends,173,Completed,True,True,28,858.7,2023-12-17
B008067,U0234,T032,2024-08-25,Prime Dinner,6,Celebration,179,Completed,True,True,21,498.07,2024-07-27
B008068,U0932,T023,2024-12-04,Late Dinner,6,Family,154,Completed,False,True,10,972.97,2024-11-12
B008069,U0150,T029,2024-01-17,Late Dinner,4,Family,186,No-show,False,False,21,367.51,2024-01-15
B008070,U0598,T002,2024-07-26,Late Dinner,2,Family,143,Completed,False,True,7,315.98,2024-06-29
B008071,U0323,T041,2024-10-02,Late Dinner,2,Family,192,Completed,True,False,28,354.85,2024-09-28
B008072,U0451,T020,2024-10-05,Prime Dinner,2,Family,141,Completed,False,True,0,249.82,2024-09-23
B008073,U0182,T017,2023-04-26,Lunch,4,Business,80,Completed,False,True,13,513.62,2023-04-04
B008074,U0418,T018,2023-02-06,Early Dinner,4,Friends,79,Cancelled,False,True,29,852.52,2023-01-24
B008075,U0833,T002,2023-01-12,Late Dinner,2,Business,119,Completed,True,True,1,402.56,2022-12-16
B008076,U0180,T039,2023-09-18,Early Dinner,2,Business,94,Completed,True,True,13,245.55,2023-08-20
B008077,U0298,T016,2023-12-28,Late Dinner,4,Casual,155,Completed,False,True,12,731.79,2023-12-05
B008078,U0352,T018,2023-03-07,Late Dinner,2,Casual,155,Cancelled,False,True,17,131.1,2023-02-26
B008079,U0288,T018,2024-04-10,Lunch,4,Casual,88,Cancelled,False,False,23,373.54,2024-04-02
B008080,U0424,T007,2023-07-16,Late Dinner,4,Business,199,Completed,False,False,25,771.28,2023-06-20
B008081,U0464,T003,2024-09-25,Late Dinner,2,Friends,209,Completed,True,False,15,320.05,2024-08-31
B008082,U0830,T017,2024-09-08,Prime Dinner,2,Casual,121,Completed,False,False,1,471.47,2024-08-21
B008083,U0113,T047,2023-06-09,Early Dinner,2,Friends,179,Completed,False,False,8,391.95,2023-05-31
B008084,U0724,T048,2023-06-08,Lunch,2,Romantic,60,Completed,True,True,15,381.43,2023-05-16
B008085,U0942,T034,2023-03-07,Early Dinner,4,Casual,133,Completed,False,False,22,347.05,2023-02-14
B008086,U0776,T019,2023-01-06,Early Dinner,2,Business,80,Completed,False,False,20,242.39,2022-12-16
B008087,U0197,T034,2024-04-09,Prime Dinner,4,Romantic,158,Completed,False,True,10,613.73,2024-04-01
B008088,U0716,T005,2023-05-06,Prime Dinner,2,Celebration,103,Completed,True,False,4,380.14,2023-04-23
B008089,U0096,T016,2024-03-24,Early Dinner,2,Casual,133,Completed,False,False,1,238.98,2024-02-27
B008090,U0358,T039,2024-10-14,Lunch,2,Casual,131,Cancelled,True,False,7,169.79,2024-10-09
B008091,U0168,T049,2024-05-14,Lunch,2,Romantic,60,Completed,False,False,13,308.76,2024-04-15
B008092,U0678,T020,2023-07-09,Early Dinner,2,Friends,126,Completed,False,True,2,424.97,2023-07-04
B008093,U0449,T005,2023-11-12,Prime Dinner,2,Family,146,Completed,True,True,6,127.33,2023-10-28
B008094,U0883,T039,2023-04-22,Early Dinner,2,Celebration,92,Completed,True,False,23,240.82,2023-04-01
B008095,U0083,T044,2023-11-30,Lunch,2,Celebration,103,Completed,False,False,22,232.52,2023-11-17
B008096,U0111,T003,2024-08-29,Lunch,2,Friends,79,Completed,True,True,18,375.13,2024-08-15
B008097,U0904,T017,2023-11-25,Late Dinner,4,Business,180,Completed,False,False,9,566.63,2023-11-19
B008098,U0665,T031,2023-07-10,Late Dinner,2,Celebration,191,No-show,True,True,21,396.92,2023-06-29
B008099,U0350,T004,2023-04-05,Late Dinner,4,Business,187,Completed,True,True,16,680.43,2023-03-26
B008100,U0895,T031,2024-06-03,Early Dinner,2,Romantic,123,Completed,False,False,18,342.1,2024-05-20
B008101,U0776,T034,2024-01-27,Lunch,2,Celebration,84,Completed,False,True,7,363.71,2023-12-30
B008102,U0781,T014,2024-01-16,Prime Dinner,6,Friends,127,Completed,True,True,16,668.44,2023-12-20
B008103,U0365,T034,2024-04-07,Prime Dinner,4,Casual,179,Completed,True,False,6,613.5,2024-03-30
B008104,U0792,T045,2024-01-02,Lunch,2,Friends,77,Completed,False,True,3,271.8,2023-12-07
B008105,U0850,T041,2023-12-27,Early Dinner,6,Romantic,83,Completed,False,True,25,980.45,2023-12-13
B008106,U0106,T011,2024-04-26,Early Dinner,6,Business,112,Cancelled,False,False,29,933.59,2024-04-21
B008107,U0399,T005,2023-10-11,Prime Dinner,2,Friends,161,Completed,False,True,11,106.24,2023-10-03
B008108,U0963,T025,2024-01-03,Late Dinner,4,Romantic,205,Completed,False,False,4,480.1,2023-12-31
B008109,U0410,T020,2024-09-25,Prime Dinner,2,Business,139,Completed,False,False,21,563.87,2024-09-07
B008110,U0077,T006,2023-03-08,Early Dinner,4,Celebration,71,Completed,False,False,16,383.48,2023-02-11
B008111,U0115,T005,2024-11-10,Early Dinner,2,Celebration,119,Completed,False,False,16,391.62,2024-10-18
B008112,U0206,T033,2023-10-03,Late Dinner,4,Business,174,Completed,False,False,24,612.44,2023-10-01
B008113,U0407,T031,2024-01-27,Prime Dinner,2,Celebration,183,Completed,False,True,24,296.15,2024-01-09
B008114,U0632,T016,2024-06-06,Prime Dinner,4,Romantic,108,Completed,False,True,2,941.74,2024-05-30
B008115,U0693,T005,2024-09-24,Late Dinner,2,Celebration,184,Completed,False,False,11,371.57,2024-09-09
B008116,U0115,T030,2023-09-17,Prime Dinner,4,Celebration,166,Completed,False,True,24,615.37,2023-08-28
B008117,U0578,T017,2023-06-02,Lunch,2,Romantic,110,Completed,False,False,19,298.75,2023-05-11
B008118,U0031,T023,2023-11-06,Prime Dinner,6,Casual,153,Completed,False,False,19,847.4,2023-10-10
B008119,U0210,T048,2024-04-08,Prime Dinner,2,Friends,127,Cancelled,False,False,11,267.58,2024-03-26
B008120,U0409,T031,2024-05-02,Early Dinner,2,Romantic,134,Completed,True,False,27,267.61,2024-04-05
B008121,U0918,T008,2023-10-14,Prime Dinner,4,Family,173,Completed,True,False,26,554.93,2023-09-16
B008122,U0790,T047,2023-07-07,Early Dinner,6,Family,148,Completed,True,True,21,838.14,2023-06-23
B008123,U0461,T007,2024-09-15,Lunch,2,Romantic,134,Completed,False,False,28,401.89,2024-09-14
B008124,U0816,T026,2023-11-23,Prime Dinner,2,Romantic,108,Completed,False,False,26,305.0,2023-10-29
B008125,U0895,T031,2024-05-03,Early Dinner,2,Romantic,111,Completed,False,False,11,336.24,2024-04-17
B008126,U0575,T041,2023-12-21,Prime Dinner,2,Romantic,126,Completed,False,False,14,248.58,2023-11-23
B008127,U0112,T008,2024-01-04,Prime Dinner,4,Celebration,119,Cancelled,False,True,25,624.01,2023-12-17
B008128,U0902,T036,2024-06-10,Late Dinner,2,Romantic,163,Completed,False,False,2,420.44,2024-05-18
B008129,U0754,T032,2023-04-19,Prime Dinner,8,Celebration,156,Completed,True,False,24,1473.16,2023-03-30
B008130,U0035,T017,2023-02-08,Prime Dinner,4,Celebration,135,Completed,False,True,10,766.49,2023-02-02
B008131,U0973,T023,2023-03-19,Prime Dinner,2,Friends,133,Completed,True,False,2,251.2,2023-02-28
B008132,U0339,T014,2024-08-14,Early Dinner,6,Celebration,104,Completed,False,True,7,742.07,2024-07-22
B008133,U0625,T012,2024-07-25,Prime Dinner,2,Romantic,100,Completed,True,True,21,233.62,2024-06-30
B008134,U0271,T003,2024-11-09,Lunch,2,Romantic,92,Completed,False,False,9,131.29,2024-10-31
B008135,U0943,T002,2023-09-27,Prime Dinner,2,Business,148,Completed,False,False,2,286.83,2023-08-29
B008136,U0144,T040,2023-11-12,Early Dinner,2,Family,60,Completed,False,False,25,293.67,2023-11-09
B008137,U0420,T012,2024-12-17,Lunch,2,Romantic,133,Completed,False,True,25,334.96,2024-12-07
B008138,U0665,T018,2024-06-18,Early Dinner,6,Celebration,130,Completed,False,True,10,794.17,2024-06-09
B008139,U0295,T044,2024-06-14,Early Dinner,2,Business,141,No-show,False,True,26,256.9,2024-05-25
B008140,U0877,T001,2024-04-05,Early Dinner,2,Friends,117,Completed,False,False,16,96.07,2024-03-18
B008141,U0752,T025,2023-06-05,Late Dinner,4,Romantic,161,Completed,False,True,6,686.66,2023-05-07
B008142,U0085,T044,2024-07-19,Early Dinner,2,Celebration,85,Completed,False,False,18,127.45,2024-07-02
B008143,U0503,T004,2024-08-13,Lunch,2,Casual,117,Completed,False,False,15,327.0,2024-07-18
B008144,U0920,T033,2024-09-07,Early Dinner,2,Family,149,Completed,True,False,1,362.85,2024-08-10
B008145,U0997,T040,2024-01-29,Late Dinner,2,Romantic,161,Completed,False,True,2,259.53,2023-12-31
B008146,U0111,T043,2024-10-29,Prime Dinner,2,Friends,155,Completed,False,False,27,356.56,2024-10-11
B008147,U0986,T035,2024-05-04,Lunch,2,Business,89,Completed,False,True,12,277.6,2024-04-12
B008148,U0256,T025,2024-02-21,Early Dinner,4,Casual,124,Completed,True,True,8,470.74,2024-02-07
B008149,U0108,T026,2024-04-12,Prime Dinner,4,Romantic,153,Completed,False,False,9,584.17,2024-04-06
B008150,U0602,T040,2023-12-08,Early Dinner,2,Casual,73,Completed,True,False,15,257.72,2023-11-27
B008151,U0392,T045,2024-10-12,Early Dinner,2,Family,89,Completed,True,False,19,340.55,2024-10-09
B008152,U0151,T031,2023-01-17,Late Dinner,2,Celebration,231,Cancelled,False,True,21,283.24,2023-01-06
B008153,U0875,T045,2023-09-24,Lunch,4,Business,166,Completed,False,True,2,296.61,2023-08-31
B008154,U0806,T016,2023-11-30,Prime Dinner,2,Celebration,100,Completed,False,False,21,507.23,2023-11-26
B008155,U0977,T032,2023-03-17,Early Dinner,4,Friends,171,Completed,True,False,11,585.08,2023-03-11
B008156,U0317,T018,2024-01-27,Prime Dinner,2,Romantic,121,Cancelled,True,True,15,178.96,2024-01-22
B008157,U0360,T014,2024-08-01,Prime Dinner,2,Friends,125,Completed,False,False,17,427.25,2024-07-12
B008158,U0264,T048,2023-07-20,Lunch,2,Family,64,Completed,True,True,2,200.51,2023-07-14
B008159,U0850,T040,2023-09-18,Early Dinner,4,Family,128,Completed,False,False,21,653.33,2023-09-18
B008160,U0678,T030,2024-07-22,Early Dinner,2,Friends,125,Cancelled,False,False,3,259.13,2024-07-18
B008161,U0909,T037,2024-10-06,Prime Dinner,6,Romantic,181,Completed,False,False,21,1012.54,2024-09-20
B008162,U0943,T005,2024-02-22,Prime Dinner,2,Romantic,183,Completed,False,False,25,263.07,2024-02-03
B008163,U0752,T026,2024-04-14,Early Dinner,4,Friends,60,Completed,False,False,21,1055.29,2024-03-29
B008164,U0510,T007,2023-03-20,Early Dinner,2,Casual,84,Completed,False,False,10,372.37,2023-02-28
B008165,U0568,T032,2023-04-17,Lunch,2,Family,117,Completed,False,False,1,383.01,2023-03-19
B008166,U0617,T039,2023-07-30,Late Dinner,6,Celebration,155,Completed,False,False,22,1510.36,2023-07-08
B008167,U0871,T048,2024-11-08,Lunch,2,Romantic,133,No-show,False,True,13,645.82,2024-11-06
B008168,U0509,T009,2023-11-15,Lunch,4,Casual,61,Completed,True,True,4,308.45,2023-11-15
B008169,U0681,T030,2023-12-07,Lunch,6,Romantic,101,Completed,False,True,16,324.91,2023-12-02
B008170,U0732,T038,2023-09-01,Late Dinner,2,Celebration,198,Completed,False,False,1,206.57,2023-08-04
B008171,U0520,T014,2024-08-25,Lunch,4,Business,137,Completed,False,False,28,654.18,2024-07-30
B008172,U0330,T004,2023-05-02,Prime Dinner,4,Casual,150,Completed,False,True,4,472.19,2023-04-12
B008173,U0739,T043,2023-12-09,Late Dinner,4,Family,227,No-show,False,True,1,471.31,2023-12-08
B008174,U0272,T042,2024-01-19,Late Dinner,2,Family,131,Completed,True,True,11,397.56,2023-12-30
B008175,U0928,T043,2024-03-25,Early Dinner,2,Friends,121,Cancelled,False,True,7,328.94,2024-03-21
B008176,U0045,T003,2023-07-23,Early Dinner,2,Family,167,Completed,False,True,7,216.3,2023-06-30
B008177,U0524,T044,2024-01-24,Prime Dinner,2,Family,105,Completed,False,False,28,478.39,2024-01-24
B008178,U0764,T012,2023-06-14,Prime Dinner,4,Romantic,146,Completed,False,False,23,473.4,2023-05-21
B008179,U0340,T046,2024-12-18,Lunch,4,Family,60,Completed,True,True,23,424.14,2024-12-05
B008180,U0848,T017,2024-06-16,Late Dinner,4,Celebration,181,Completed,False,True,15,360.28,2024-05-30
B008181,U0450,T049,2024-06-24,Prime Dinner,2,Celebration,158,Completed,True,True,22,187.26,2024-06-01
B008182,U0728,T044,2023-02-16,Early Dinner,2,Family,91,Completed,False,True,23,276.47,2023-01-31
B008183,U0519,T022,2024-07-14,Prime Dinner,4,Casual,177,Completed,False,True,16,341.3,2024-06-24
B008184,U0900,T006,2023-07-17,Prime Dinner,4,Celebration,63,Cancelled,True,True,7,430.6,2023-07-04
B008185,U0662,T034,2023-08-29,Lunch,2,Business,101,Cancelled,False,True,19,411.89,2023-08-24
B008186,U0374,T045,2023-04-25,Late Dinner,2,Family,159,Completed,False,True,10,353.96,2023-04-09
B008187,U0027,T008,2024-07-25,Early Dinner,4,Business,88,Completed,False,True,19,715.17,2024-07-23
B008188,U0185,T033,2024-06-06,Lunch,2,Business,96,Completed,True,False,28,201.26,2024-05-19
B008189,U0760,T022,2023-06-28,Lunch,4,Family,60,Cancelled,False,False,1,196.16,2023-06-15
B008190,U0770,T027,2023-11-21,Prime Dinner,2,Casual,165,Completed,False,True,11,307.19,2023-11-04
B008191,U0348,T014,2024-12-15,Prime Dinner,6,Casual,125,Completed,False,False,28,1004.09,2024-12-02
B008192,U0285,T019,2023-02-22,Late Dinner,4,Romantic,112,Completed,False,False,6,532.45,2023-02-12
B008193,U0582,T011,2024-12-19,Late Dinner,4,Celebration,151,Completed,False,False,22,499.97,2024-12-09
B008194,U0922,T012,2024-10-12,Early Dinner,4,Friends,136,Completed,True,False,24,740.42,2024-10-01
B008195,U0591,T007,2024-02-29,Early Dinner,2,Business,94,Completed,False,False,20,336.89,2024-02-10
B008196,U0211,T012,2023-12-23,Late Dinner,4,Celebration,157,Completed,False,True,24,545.8,2023-12-05
B008197,U0388,T046,2024-03-05,Early Dinner,2,Casual,142,Completed,False,True,15,250.13,2024-02-13
B008198,U0681,T039,2023-05-30,Early Dinner,6,Business,83,Completed,False,True,5,1031.93,2023-05-26
B008199,U0004,T036,2024-09-08,Late Dinner,2,Celebration,142,Completed,False,False,24,175.4,2024-08-13
B008200,U0782,T007,2023-06-10,Late Dinner,4,Family,199,Cancelled,False,False,6,744.7,2023-05-12
B008201,U0511,T019,2023-02-25,Early Dinner,6,Business,126,Completed,False,False,14,999.15,2023-02-09
B008202,U0986,T040,2024-12-15,Early Dinner,2,Celebration,148,Completed,False,False,20,320.71,2024-11-19
B008203,U0863,T016,2023-12-12,Prime Dinner,2,Friends,127,Completed,True,False,19,234.5,2023-12-12
B008204,U0984,T027,2023-07-10,Lunch,6,Casual,62,Completed,False,True,0,1056.59,2023-06-29
B008205,U0945,T010,2024-09-21,Lunch,4,Celebration,70,Completed,False,False,8,585.84,2024-09-08
