interaction_id,user_id,table_id,interaction_type,timestamp,rating,session_duration_seconds,device_type,source
I016229,U0809,T009,inquiry,2024-04-01 00:00:00,,,mobile,recommendation
I016230,U0305,T034,view,2024-07-11 00:00:00,,80.38574504604418,mobile,search
I016231,U0638,T006,view,2024-01-12 00:00:00,,233.22557264594403,desktop,direct
I016232,U0525,T046,view,2024-12-30 00:00:00,,80.7363118770708,desktop,recommendation
I016233,U0125,T020,favorite,2024-06-25 00:00:00,,,mobile,recommendation
I016234,U0077,T026,view,2023-07-31 00:00:00,,136.77993696830453,mobile,recommendation
I016235,U0002,T018,view,2023-04-03 00:00:00,,439.3030636882462,mobile,browse
I016236,U0836,T047,inquiry,2024-01-07 00:00:00,,,mobile,recommendation
I016237,U0277,T001,view,2023-03-03 00:00:00,,213.86192871353168,desktop,search
I016238,U0598,T046,rating,2024-06-07 00:00:00,3.9,,desktop,search
I016239,U0558,T048,inquiry,2024-06-01 00:00:00,,,mobile,browse
I016240,U0699,T018,share,2024-10-02 00:00:00,,,mobile,recommendation
I016241,U0491,T002,view,2023-01-12 00:00:00,,371.2740496436219,mobile,search
I016242,U0634,T016,favorite,2023-07-08 00:00:00,,,mobile,search
I016243,U0947,T050,favorite,2023-10-10 00:00:00,,,mobile,recommendation
I016244,U0574,T038,view,2024-11-19 00:00:00,,68.54682571444107,desktop,recommendation
I016245,U0469,T042,view,2024-11-13 00:00:00,,17.338067751105783,mobile,search
I016246,U0246,T008,favorite,2024-08-09 00:00:00,,,mobile,browse
I016247,U0120,T022,view,2024-07-03 00:00:00,,145.17119076804434,desktop,search
I016248,U0299,T028,favorite,2024-08-03 00:00:00,,,desktop,search
I016249,U0143,T023,inquiry,2023-02-03 00:00:00,,,mobile,direct
I016250,U0488,T036,inquiry,2024-06-16 00:00:00,,,tablet,recommendation
I016251,U0164,T013,inquiry,2023-02-13 00:00:00,,,mobile,search
I016252,U0315,T012,view,2023-09-05 00:00:00,,26.962383382831483,mobile,recommendation
I016253,U0732,T012,view,2024-03-07 00:00:00,,36.71475193881916,mobile,search
I016254,U0227,T038,inquiry,2024-08-10 00:00:00,,,mobile,recommendation
I016255,U0105,T011,view,2024-08-09 00:00:00,,39.530074300073444,mobile,recommendation
I016256,U0932,T026,view,2024-07-28 00:00:00,,129.29152431323325,mobile,search
I016257,U0566,T030,view,2023-02-03 00:00:00,,71.89389833046407,mobile,search
I016258,U0514,T048,inquiry,2023-09-09 00:00:00,,,mobile,search
I016259,U0560,T044,view,2024-12-02 00:00:00,,139.74874548134224,mobile,browse
I016260,U0202,T031,inquiry,2023-12-06 00:00:00,,,mobile,recommendation
I016261,U0116,T028,view,2024-04-10 00:00:00,,490.07944301740986,desktop,recommendation
I016262,U0788,T014,view,2023-01-31 00:00:00,,221.49097298158168,mobile,search
I016263,U0277,T045,inquiry,2023-12-04 00:00:00,,,mobile,direct
I016264,U0837,T014,view,2024-10-30 00:00:00,,165.70093653522557,mobile,recommendation
I016265,U0783,T014,inquiry,2023-11-29 00:00:00,,,mobile,recommendation
I016266,U0509,T019,view,2024-05-04 00:00:00,,6.700855410183305,mobile,search
I016267,U0709,T031,view,2023-10-12 00:00:00,,51.164812578678706,mobile,browse
I016268,U0916,T036,view,2023-09-11 00:00:00,,154.2760706789538,mobile,browse
I016269,U0565,T027,view,2023-05-24 00:00:00,,54.805719821446424,desktop,search
I016270,U0667,T013,view,2023-12-29 00:00:00,,60.12798360691307,mobile,recommendation
I016271,U0608,T050,view,2023-08-12 00:00:00,,565.0921171553395,mobile,recommendation
I016272,U0559,T011,view,2024-05-26 00:00:00,,193.09223380743157,tablet,browse
I016273,U0218,T014,view,2023-07-12 00:00:00,,33.645638540923215,desktop,recommendation
I016274,U0992,T013,rating,2023-06-28 00:00:00,4.9,,desktop,recommendation
I016275,U0263,T028,view,2023-12-16 00:00:00,,34.291290866836725,desktop,search
I016276,U0463,T011,view,2023-07-15 00:00:00,,40.248503530979406,mobile,search
I016277,U0842,T030,view,2023-01-15 00:00:00,,284.10971908115187,mobile,search
I016278,U0162,T035,inquiry,2024-10-05 00:00:00,,,desktop,recommendation
I016279,U0002,T019,view,2023-07-09 00:00:00,,12.516718932863222,desktop,browse
I016280,U0950,T046,view,2024-06-29 00:00:00,,54.579708051589044,desktop,search
I016281,U0583,T025,view,2023-01-02 00:00:00,,339.44555422799624,mobile,search
I016282,U0471,T044,view,2023-02-09 00:00:00,,13.318716497152833,mobile,browse
I016283,U0592,T015,view,2023-05-26 00:00:00,,100.95564592815087,mobile,search
I016284,U0712,T012,share,2024-09-04 00:00:00,,,desktop,recommendation
I016285,U0612,T033,share,2024-12-08 00:00:00,,,mobile,recommendation
I016286,U0827,T022,view,2023-01-09 00:00:00,,16.019355319870034,desktop,recommendation
I016287,U0349,T002,inquiry,2024-04-09 00:00:00,,,mobile,recommendation
I016288,U0721,T007,view,2023-02-03 00:00:00,,35.31326990045497,mobile,search
I016289,U0451,T025,view,2023-08-07 00:00:00,,108.29052861040098,mobile,search
I016290,U0027,T041,inquiry,2023-08-11 00:00:00,,,tablet,search
I016291,U0206,T048,rating,2024-06-25 00:00:00,4.3,,mobile,search
I016292,U0661,T003,view,2023-06-15 00:00:00,,107.24434491484813,mobile,search
I016293,U0338,T010,view,2024-09-21 00:00:00,,38.440378922999486,desktop,search
I016294,U0299,T025,view,2023-04-20 00:00:00,,222.25447761951443,tablet,browse
I016295,U0732,T026,view,2023-04-30 00:00:00,,104.77953739773282,mobile,browse
I016296,U0113,T033,view,2023-11-11 00:00:00,,165.82991477684223,mobile,search
I016297,U0233,T025,view,2023-02-23 00:00:00,,2.4047567723791,mobile,search
I016298,U0638,T021,inquiry,2023-04-21 00:00:00,,,desktop,browse
I016299,U0318,T006,view,2024-05-08 00:00:00,,475.20908079443745,desktop,recommendation
I016300,U0973,T018,view,2023-07-18 00:00:00,,18.819054276203147,mobile,direct
I016301,U0683,T003,view,2024-11-05 00:00:00,,381.9339306279119,desktop,browse
I016302,U0071,T015,inquiry,2024-11-25 00:00:00,,,desktop,search
I016303,U0288,T049,view,2023-06-02 00:00:00,,156.7507289733707,mobile,direct
I016304,U0639,T036,view,2024-10-27 00:00:00,,142.86228835714607,mobile,search
I016305,U0298,T009,inquiry,2024-06-01 00:00:00,,,desktop,browse
I016306,U0445,T029,view,2024-04-30 00:00:00,,218.92106519569916,desktop,direct
I016307,U0522,T012,view,2024-03-22 00:00:00,,8.109509044915033,mobile,recommendation
I016308,U0488,T008,inquiry,2024-01-11 00:00:00,,,desktop,recommendation
I016309,U0017,T037,view,2023-09-16 00:00:00,,26.66611629606702,mobile,search
I016310,U0281,T023,view,2024-11-09 00:00:00,,4.579982589967559,desktop,search
I016311,U0262,T039,rating,2023-12-18 00:00:00,4.5,,mobile,search
I016312,U0309,T015,view,2023-05-26 00:00:00,,108.35968834000245,desktop,browse
I016313,U0793,T044,favorite,2024-05-24 00:00:00,,,mobile,direct
I016314,U0625,T027,inquiry,2024-04-25 00:00:00,,,mobile,browse
I016315,U0535,T037,view,2024-09-27 00:00:00,,57.008986134697324,mobile,browse
I016316,U0324,T049,favorite,2023-12-05 00:00:00,,,mobile,search
I016317,U0231,T046,view,2023-02-28 00:00:00,,310.0604734688361,mobile,browse
I016318,U0994,T041,view,2023-11-30 00:00:00,,21.59172179255201,desktop,direct
I016319,U0285,T035,view,2023-07-28 00:00:00,,146.5501993972768,mobile,search
I016320,U0228,T025,view,2024-06-22 00:00:00,,38.85000007708709,mobile,search
I016321,U0191,T043,view,2024-06-05 00:00:00,,45.741638137604355,desktop,search
I016322,U0854,T020,favorite,2024-03-10 00:00:00,,,mobile,search
I016323,U0905,T009,view,2024-03-29 00:00:00,,24.42110009350629,mobile,search
I016324,U0897,T019,view,2023-04-30 00:00:00,,38.71977371432407,desktop,browse
I016325,U0360,T023,view,2023-04-28 00:00:00,,119.13498074104956,desktop,direct
I016326,U0175,T043,view,2023-01-17 00:00:00,,65.80513052889788,mobile,search
I016327,U0688,T045,view,2024-10-01 00:00:00,,26.498849340811073,mobile,recommendation
I016328,U0548,T050,inquiry,2024-04-01 00:00:00,,,tablet,recommendation
I016329,U0467,T029,view,2024-11-22 00:00:00,,37.986064824115864,mobile,search
I016330,U0125,T038,view,2024-08-21 00:00:00,,22.5800811864864,tablet,browse
I016331,U0466,T047,view,2023-05-02 00:00:00,,4.189396577880715,mobile,browse
I016332,U0133,T015,view,2023-11-21 00:00:00,,10.63102010647271,desktop,search
I016333,U0167,T024,view,2023-09-13 00:00:00,,79.38674201431012,mobile,recommendation
I016334,U0261,T023,view,2023-09-09 00:00:00,,260.85317451833714,mobile,browse
I016335,U0690,T034,view,2024-10-12 00:00:00,,51.91510054603629,mobile,recommendation
I016336,U0126,T038,view,2023-03-15 00:00:00,,58.0440086559239,desktop,search
I016337,U0202,T040,view,2023-05-13 00:00:00,,165.77062881325452,mobile,recommendation
I016338,U0871,T019,view,2023-02-24 00:00:00,,75.0885233047142,mobile,direct
I016339,U0318,T007,view,2023-05-19 00:00:00,,38.02812484103405,mobile,direct
I016340,U0960,T031,favorite,2023-06-26 00:00:00,,,tablet,search
I016341,U0067,T047,view,2024-11-20 00:00:00,,47.236454273546094,mobile,browse
I016342,U0532,T029,inquiry,2024-08-11 00:00:00,,,tablet,search
I016343,U0421,T050,view,2024-05-14 00:00:00,,8.329187603427254,mobile,recommendation
I016344,U0126,T032,inquiry,2023-04-11 00:00:00,,,mobile,search
I016345,U0397,T015,favorite,2024-11-15 00:00:00,,,desktop,search
I016346,U0197,T014,view,2024-04-04 00:00:00,,104.20907938308015,tablet,direct
I016347,U0351,T042,view,2023-09-03 00:00:00,,651.0794469308208,mobile,search
I016348,U0210,T011,view,2023-10-15 00:00:00,,4.060696674099592,desktop,search
I016349,U0451,T025,view,2023-12-07 00:00:00,,96.4428694728693,mobile,search
I016350,U0497,T012,view,2023-03-09 00:00:00,,286.5117040151677,mobile,recommendation
I016351,U0903,T005,inquiry,2024-07-16 00:00:00,,,desktop,recommendation
I016352,U0866,T021,view,2023-03-21 00:00:00,,67.69851705561823,mobile,direct
I016353,U0967,T026,view,2024-12-25 00:00:00,,156.53962982976037,desktop,recommendation
I016354,U0612,T006,view,2023-01-12 00:00:00,,4.413781623083398,mobile,browse
I016355,U0435,T011,view,2023-11-15 00:00:00,,109.59493851427202,desktop,recommendation
I016356,U0604,T049,view,2024-06-22 00:00:00,,146.28524445449312,desktop,browse
I016357,U0251,T040,view,2023-03-14 00:00:00,,69.49900038907641,mobile,search
I016358,U0246,T041,view,2024-02-26 00:00:00,,212.36129267186408,mobile,recommendation
I016359,U0861,T021,view,2023-04-27 00:00:00,,59.44886045646177,mobile,recommendation
I016360,U0117,T016,rating,2023-02-13 00:00:00,3.4,,mobile,search
I016361,U0419,T041,view,2023-12-13 00:00:00,,62.35981104343677,mobile,direct
I016362,U0072,T001,inquiry,2023-10-10 00:00:00,,,mobile,browse
I016363,U0019,T024,view,2024-10-02 00:00:00,,411.8079029598441,mobile,browse
I016364,U0928,T031,view,2023-10-21 00:00:00,,271.5927670979576,mobile,search
I016365,U0001,T035,view,2024-08-31 00:00:00,,33.279886539207986,mobile,recommendation
I016366,U0230,T038,view,2023-01-20 00:00:00,,14.990958375564988,desktop,browse
I016367,U0435,T002,view,2024-07-07 00:00:00,,33.8818723867943,mobile,recommendation
I016368,U0724,T034,share,2024-02-25 00:00:00,,,mobile,search
I016369,U0605,T016,inquiry,2024-11-13 00:00:00,,,mobile,browse
I016370,U0934,T013,favorite,2023-11-02 00:00:00,,,mobile,search
I016371,U0435,T005,view,2024-05-17 00:00:00,,74.86709571212272,tablet,browse
I016372,U0423,T016,favorite,2023-03-29 00:00:00,,,mobile,search
I016373,U0714,T039,share,2023-12-05 00:00:00,,,mobile,recommendation
I016374,U0159,T015,favorite,2024-06-23 00:00:00,,,mobile,direct
I016375,U0087,T027,view,2023-12-06 00:00:00,,3.3370543346264068,mobile,browse
I016376,U0078,T013,view,2023-03-12 00:00:00,,106.08707154263426,mobile,search
I016377,U0900,T041,view,2024-01-20 00:00:00,,229.1474393423207,mobile,recommendation
I016378,U0365,T023,view,2023-04-24 00:00:00,,143.0596575485871,desktop,search
I016379,U0007,T013,view,2024-08-27 00:00:00,,14.445441947309682,mobile,direct
I016380,U0301,T020,view,2023-02-19 00:00:00,,77.50258009477656,desktop,search
I016381,U0944,T014,view,2023-05-11 00:00:00,,232.2211694359792,mobile,browse
I016382,U0375,T019,view,2024-03-31 00:00:00,,178.35522579454513,tablet,search
I016383,U0900,T039,share,2024-05-27 00:00:00,,,desktop,search
I016384,U0753,T011,view,2023-07-09 00:00:00,,45.662141447028226,desktop,recommendation
I016385,U0351,T032,view,2023-10-18 00:00:00,,242.84313806594167,desktop,direct
I016386,U0897,T006,inquiry,2023-08-14 00:00:00,,,mobile,recommendation
I016387,U0526,T040,view,2023-11-27 00:00:00,,49.76536950815914,mobile,search
I016388,U0249,T044,rating,2023-05-12 00:00:00,4.2,,desktop,search
I016389,U0322,T030,inquiry,2024-02-07 00:00:00,,,mobile,direct
I016390,U0623,T001,favorite,2024-12-25 00:00:00,,,mobile,search
I016391,U0435,T029,view,2023-11-03 00:00:00,,149.49127841538342,mobile,search
I016392,U0019,T037,share,2024-02-23 00:00:00,,,desktop,search
I016393,U0691,T011,view,2024-03-08 00:00:00,,214.37321498511628,mobile,search
I016394,U0815,T012,share,2024-08-28 00:00:00,,,mobile,recommendation
I016395,U0859,T001,inquiry,2024-11-18 00:00:00,,,mobile,browse
I016396,U0637,T033,view,2023-03-14 00:00:00,,9.230676686996743,mobile,browse
I016397,U0039,T031,view,2024-01-26 00:00:00,,400.22196810969797,mobile,recommendation
I016398,U0887,T029,view,2023-01-28 00:00:00,,133.5984501172591,mobile,direct
I016399,U0243,T042,view,2024-05-21 00:00:00,,183.58785297390313,desktop,browse
I016400,U0441,T048,view,2024-11-18 00:00:00,,193.31232213790804,desktop,search
I016401,U0349,T049,rating,2024-09-10 00:00:00,4.5,,desktop,search
I016402,U0990,T049,inquiry,2023-01-14 00:00:00,,,desktop,search
I016403,U0984,T039,view,2023-01-03 00:00:00,,6.48783308797444,tablet,search
I016404,U0839,T039,view,2023-05-24 00:00:00,,32.928221987989154,desktop,search
I016405,U0177,T005,favorite,2023-02-18 00:00:00,,,tablet,direct
I016406,U0631,T047,view,2024-07-24 00:00:00,,126.74254622652543,mobile,recommendation
I016407,U0277,T012,view,2023-02-08 00:00:00,,163.77865779611273,mobile,direct
I016408,U0176,T031,inquiry,2024-02-28 00:00:00,,,mobile,direct
I016409,U0064,T043,inquiry,2023-01-03 00:00:00,,,tablet,search
I016410,U0806,T012,view,2023-10-16 00:00:00,,9.041034830056491,mobile,browse
I016411,U0665,T006,view,2023-11-06 00:00:00,,250.57455641294365,mobile,browse
I016412,U0583,T033,view,2023-01-06 00:00:00,,345.0072380893527,desktop,search
I016413,U0946,T020,inquiry,2024-03-17 00:00:00,,,desktop,recommendation
I016414,U0651,T002,view,2023-09-12 00:00:00,,52.08494478646692,desktop,recommendation
I016415,U0812,T023,view,2024-09-29 00:00:00,,5.577383052620239,mobile,recommendation
I016416,U0123,T011,inquiry,2024-07-19 00:00:00,,,mobile,search
I016417,U0697,T041,view,2023-05-18 00:00:00,,87.97287849808731,tablet,search
I016418,U0017,T023,view,2023-04-09 00:00:00,,14.743736567019376,desktop,direct
I016419,U0929,T025,favorite,2023-06-02 00:00:00,,,mobile,search
I016420,U0864,T041,inquiry,2023-07-07 00:00:00,,,mobile,browse
I016421,U0280,T023,view,2023-08-13 00:00:00,,116.27758017155806,mobile,recommendation
I016422,U0833,T017,share,2024-03-07 00:00:00,,,desktop,recommendation
I016423,U0617,T005,view,2024-08-03 00:00:00,,49.3447268603433,mobile,recommendation
I016424,U0956,T024,favorite,2023-04-21 00:00:00,,,mobile,recommendation
I016425,U0798,T002,inquiry,2023-05-26 00:00:00,,,mobile,recommendation
I016426,U0131,T029,view,2023-11-15 00:00:00,,348.6241960896367,mobile,browse
I016427,U0698,T020,view,2024-01-22 00:00:00,,71.86401158474641,mobile,recommendation
I016428,U0620,T022,view,2024-03-10 00:00:00,,171.1714149769812,desktop,search
I016429,U0042,T041,rating,2023-03-24 00:00:00,5.0,,desktop,recommendation
I016430,U0914,T003,view,2023-10-03 00:00:00,,218.48431128623488,mobile,search
I016431,U0624,T041,view,2024-04-02 00:00:00,,96.33729710214911,desktop,browse
I016432,U0206,T004,inquiry,2024-11-27 00:00:00,,,mobile,search
I016433,U0353,T025,view,2023-12-10 00:00:00,,43.62844380700833,mobile,recommendation
I016434,U0828,T037,share,2024-01-25 00:00:00,,,tablet,recommendation
I016435,U0917,T031,inquiry,2023-11-28 00:00:00,,,mobile,recommendation
I016436,U0181,T033,inquiry,2024-02-10 00:00:00,,,desktop,browse
I016437,U0545,T008,view,2023-02-24 00:00:00,,135.44001813775628,desktop,browse
I016438,U0620,T046,view,2023-05-15 00:00:00,,213.5025584915919,mobile,search
I016439,U0569,T050,view,2024-09-09 00:00:00,,82.18588922539048,mobile,search
I016440,U0399,T026,view,2024-10-20 00:00:00,,151.60535775659662,mobile,recommendation
I016441,U0631,T017,view,2023-06-05 00:00:00,,24.172099624176695,mobile,direct
I016442,U0201,T005,view,2023-10-07 00:00:00,,161.8962529415133,desktop,recommendation
I016443,U0484,T024,inquiry,2023-07-30 00:00:00,,,desktop,browse
I016444,U0936,T013,inquiry,2023-05-04 00:00:00,,,tablet,search
I016445,U0681,T018,view,2024-04-10 00:00:00,,6.83116565934881,desktop,recommendation
I016446,U0345,T049,view,2024-08-08 00:00:00,,21.871537662012535,mobile,direct
I016447,U0394,T014,favorite,2024-07-09 00:00:00,,,mobile,recommendation
I016448,U0412,T035,share,2024-09-16 00:00:00,,,desktop,recommendation
I016449,U0996,T011,share,2024-09-28 00:00:00,,,desktop,recommendation
I016450,U0547,T002,view,2024-06-10 00:00:00,,22.30919898808305,mobile,direct
I016451,U0755,T025,view,2024-11-09 00:00:00,,57.70945792197832,mobile,browse
I016452,U0977,T029,favorite,2023-12-29 00:00:00,,,mobile,search
I016453,U0312,T008,view,2024-10-31 00:00:00,,23.310194843616603,mobile,search
I016454,U0805,T010,view,2024-03-11 00:00:00,,78.9421997871064,mobile,search
I016455,U0999,T029,view,2023-04-08 00:00:00,,111.99395785388255,desktop,search
I016456,U0098,T047,view,2024-08-22 00:00:00,,17.757272303122598,mobile,search
I016457,U0398,T042,view,2023-10-18 00:00:00,,75.44270122811993,mobile,direct
I016458,U0397,T045,inquiry,2024-04-26 00:00:00,,,desktop,direct
I016459,U0470,T049,inquiry,2024-02-24 00:00:00,,,mobile,recommendation
I016460,U0719,T035,favorite,2023-04-21 00:00:00,,,tablet,recommendation
I016461,U0782,T032,inquiry,2024-09-08 00:00:00,,,mobile,browse
I016462,U0669,T038,view,2023-09-14 00:00:00,,276.1633294339543,mobile,direct
I016463,U0575,T049,favorite,2024-01-07 00:00:00,,,desktop,search
I016464,U0014,T023,rating,2023-05-09 00:00:00,5.0,,mobile,search
I016465,U0122,T025,view,2024-05-26 00:00:00,,30.077340200840922,mobile,search
I016466,U0854,T018,share,2023-04-15 00:00:00,,,desktop,recommendation
I016467,U0739,T032,rating,2024-10-10 00:00:00,5.0,,mobile,search
I016468,U0031,T038,favorite,2024-02-29 00:00:00,,,mobile,browse
I016469,U0755,T028,inquiry,2023-02-22 00:00:00,,,mobile,search
I016470,U0880,T035,view,2024-05-25 00:00:00,,40.97971543050126,desktop,search
I016471,U0067,T008,share,2024-11-28 00:00:00,,,mobile,search
I016472,U0812,T048,view,2024-05-03 00:00:00,,25.071551549666665,mobile,browse
I016473,U0265,T007,favorite,2024-07-07 00:00:00,,,mobile,browse
I016474,U0003,T031,rating,2023-01-27 00:00:00,3.2,,desktop,search
I016475,U0210,T008,view,2024-05-25 00:00:00,,46.68009148338994,mobile,search
I016476,U0030,T024,view,2024-01-08 00:00:00,,48.060454991501885,mobile,search
I016477,U0253,T046,view,2023-01-01 00:00:00,,255.45317669736886,desktop,search
I016478,U0116,T017,inquiry,2024-07-02 00:00:00,,,desktop,search
I016479,U0488,T044,view,2023-01-18 00:00:00,,55.968080590862094,tablet,direct
I016480,U0932,T030,view,2024-03-13 00:00:00,,77.02328813034298,mobile,recommendation
I016481,U0774,T028,inquiry,2024-11-24 00:00:00,,,desktop,recommendation
I016482,U0511,T038,view,2024-04-12 00:00:00,,294.29157997942076,desktop,browse
I016483,U0654,T020,favorite,2024-07-15 00:00:00,,,desktop,search
I016484,U0920,T008,view,2024-02-12 00:00:00,,307.15764517409235,tablet,browse
I016485,U0270,T021,view,2023-11-27 00:00:00,,242.60298954320834,mobile,recommendation
I016486,U0879,T050,favorite,2023-07-20 00:00:00,,,mobile,search
I016487,U0444,T015,view,2023-01-22 00:00:00,,76.3374334142253,tablet,search
I016488,U0287,T044,view,2024-01-23 00:00:00,,282.78274275132713,tablet,search
I016489,U0841,T037,favorite,2024-10-16 00:00:00,,,mobile,search
I016490,U0138,T002,inquiry,2023-09-21 00:00:00,,,desktop,search
I016491,U0734,T037,view,2024-03-07 00:00:00,,217.5726282453668,mobile,recommendation
I016492,U0528,T034,inquiry,2024-09-24 00:00:00,,,mobile,direct
I016493,U0382,T026,view,2023-05-31 00:00:00,,197.4959756399422,mobile,direct
I016494,U0031,T001,view,2023-09-16 00:00:00,,37.32185636181975,desktop,recommendation
I016495,U0964,T049,view,2024-06-26 00:00:00,,624.5309462020072,mobile,search
I016496,U0335,T044,view,2024-03-10 00:00:00,,60.01790920387113,mobile,search
I016497,U0880,T007,rating,2024-02-03 00:00:00,4.5,,desktop,recommendation
I016498,U0232,T012,view,2023-08-08 00:00:00,,154.5293382641443,desktop,recommendation
I016499,U0157,T044,inquiry,2023-07-07 00:00:00,,,desktop,search
I016500,U0133,T007,inquiry,2023-09-02 00:00:00,,,desktop,browse
I016501,U0225,T016,share,2023-10-12 00:00:00,,,desktop,search
I016502,U0942,T035,share,2023-07-22 00:00:00,,,mobile,recommendation
I016503,U0043,T017,favorite,2024-06-01 00:00:00,,,mobile,search
I016504,U0473,T031,view,2024-11-28 00:00:00,,1.1240196975886219,desktop,search
I016505,U0973,T035,view,2023-04-01 00:00:00,,61.52457176241343,mobile,recommendation
I016506,U0118,T022,view,2023-03-22 00:00:00,,63.239039643058696,mobile,direct
I016507,U0117,T040,view,2024-11-09 00:00:00,,49.89668624134636,desktop,search
I016508,U0104,T010,view,2024-04-27 00:00:00,,86.74110759606678,mobile,search
I016509,U0595,T022,view,2023-12-11 00:00:00,,138.48106716739437,mobile,direct
I016510,U0239,T033,favorite,2023-06-10 00:00:00,,,desktop,search
I016511,U0033,T017,inquiry,2023-09-23 00:00:00,,,mobile,browse
I016512,U0748,T050,view,2023-07-10 00:00:00,,14.82129435894757,mobile,recommendation
I016513,U0977,T029,view,2023-01-21 00:00:00,,311.14530941765247,mobile,browse
I016514,U0302,T039,favorite,2024-06-27 00:00:00,,,desktop,browse
I016515,U0701,T050,rating,2023-05-16 00:00:00,2.7,,desktop,recommendation
I016516,U0219,T034,favorite,2023-11-12 00:00:00,,,mobile,browse
I016517,U0085,T004,inquiry,2023-08-20 00:00:00,,,desktop,recommendation
I016518,U0306,T023,inquiry,2023-01-04 00:00:00,,,mobile,browse
I016519,U0397,T022,inquiry,2023-09-24 00:00:00,,,mobile,browse
I016520,U0648,T032,favorite,2023-10-27 00:00:00,,,mobile,recommendation
I016521,U0889,T027,view,2024-11-09 00:00:00,,419.330025909006,mobile,recommendation
I016522,U0834,T049,view,2023-12-02 00:00:00,,109.65274581829642,mobile,search
I016523,U0892,T048,view,2023-03-19 00:00:00,,37.63349310162849,mobile,search
I016524,U0944,T013,inquiry,2024-08-23 00:00:00,,,mobile,recommendation
I016525,U0307,T018,view,2024-09-08 00:00:00,,244.46421365503892,desktop,recommendation
I016526,U0426,T029,view,2023-08-13 00:00:00,,92.67384855090611,desktop,browse
I016527,U0074,T025,view,2023-01-20 00:00:00,,27.84603154877014,mobile,browse
I016528,U0090,T014,rating,2023-08-10 00:00:00,4.4,,mobile,search
I016529,U0690,T041,favorite,2023-03-12 00:00:00,,,mobile,browse
I016530,U0365,T004,favorite,2023-01-09 00:00:00,,,mobile,search
I016531,U0417,T018,view,2023-04-04 00:00:00,,33.832391653473145,desktop,recommendation
I016532,U0358,T038,view,2023-04-27 00:00:00,,3.125092338471982,desktop,browse
I016533,U0833,T016,view,2024-11-22 00:00:00,,43.63443940899702,mobile,direct
I016534,U0897,T007,view,2023-06-24 00:00:00,,116.59300302729002,mobile,recommendation
I016535,U0188,T035,inquiry,2024-11-11 00:00:00,,,desktop,browse
I016536,U0039,T014,view,2024-07-20 00:00:00,,32.62791437546103,mobile,browse
I016537,U0913,T008,share,2023-09-04 00:00:00,,,mobile,browse
I016538,U0823,T045,share,2024-03-13 00:00:00,,,mobile,search
I016539,U0252,T019,view,2023-01-11 00:00:00,,163.2692242792361,mobile,recommendation
I016540,U0139,T005,view,2023-07-16 00:00:00,,26.554810161263852,desktop,recommendation
I016541,U0926,T003,inquiry,2024-12-23 00:00:00,,,mobile,search
I016542,U0262,T011,view,2024-06-25 00:00:00,,38.03742489908257,desktop,search
I016543,U0218,T048,view,2023-08-27 00:00:00,,67.98318392503543,desktop,search
I016544,U0779,T017,view,2024-10-23 00:00:00,,5.680026895310124,mobile,recommendation
I016545,U0351,T023,view,2023-01-09 00:00:00,,26.757121620594866,desktop,direct
I016546,U0671,T043,view,2023-05-24 00:00:00,,20.82599642839005,tablet,recommendation
I016547,U0222,T003,inquiry,2024-08-14 00:00:00,,,desktop,search
I016548,U0809,T022,view,2024-09-25 00:00:00,,180.8854999847639,mobile,browse
I016549,U0846,T026,favorite,2023-09-17 00:00:00,,,mobile,recommendation
I016550,U0670,T012,inquiry,2023-08-04 00:00:00,,,mobile,recommendation
I016551,U0962,T004,inquiry,2024-09-28 00:00:00,,,mobile,search
I016552,U0358,T013,view,2023-02-24 00:00:00,,26.17910304980174,tablet,recommendation
I016553,U0115,T021,view,2023-01-22 00:00:00,,172.9622451438328,desktop,browse
I016554,U0352,T010,inquiry,2024-09-11 00:00:00,,,mobile,browse
I016555,U0268,T048,inquiry,2024-02-23 00:00:00,,,mobile,browse
I016556,U0630,T004,view,2023-11-11 00:00:00,,126.92739125059761,mobile,browse
I016557,U0883,T021,inquiry,2023-07-14 00:00:00,,,desktop,direct
I016558,U0481,T039,view,2024-06-10 00:00:00,,297.72471952393903,mobile,browse
I016559,U0759,T046,favorite,2023-04-23 00:00:00,,,desktop,search
I016560,U0891,T003,inquiry,2024-10-26 00:00:00,,,mobile,browse
I016561,U0317,T042,view,2023-05-07 00:00:00,,57.39684760440941,mobile,browse
I016562,U0367,T014,view,2024-12-19 00:00:00,,118.16664970230482,mobile,recommendation
I016563,U0917,T018,view,2024-08-08 00:00:00,,135.1484599302418,desktop,recommendation
I016564,U0163,T023,view,2023-01-09 00:00:00,,67.2208361944713,desktop,search
I016565,U0889,T014,view,2023-04-05 00:00:00,,175.4598762187453,desktop,recommendation
I016566,U0734,T001,view,2024-05-23 00:00:00,,485.111984935677,mobile,browse
I016567,U0771,T029,inquiry,2023-10-07 00:00:00,,,mobile,search
I016568,U0160,T017,inquiry,2024-08-03 00:00:00,,,tablet,search
I016569,U0294,T007,view,2024-12-08 00:00:00,,600.875210126381,mobile,browse
I016570,U0355,T005,view,2023-11-01 00:00:00,,137.55265235362015,desktop,recommendation
I016571,U0875,T047,inquiry,2023-06-27 00:00:00,,,mobile,browse
I016572,U0727,T045,view,2024-06-12 00:00:00,,35.41385029277636,mobile,search
I016573,U0893,T007,favorite,2023-03-03 00:00:00,,,mobile,recommendation
